"iteration","best_lambda","best_alpha","MEP","MSEP","MAEP","R2","X0","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Method"
18,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
19,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
20,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
21,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
22,0.538007184627226,0,-0.412,3.389,1.406,0.98,-7.4196572057534,-0.00108745390974096,0.00252388135867694,2.43454397478192,7.14041859628181,2.64736185321965,-9.30740530868814,-0.1663848385883,-0.148522750104614,0.0648850024722753,3.52818705114177,"Ridge"
23,0.538007184627226,0,-0.412,3.389,1.406,0.98,-7.4196572057534,-0.00108745390974096,0.00252388135867694,2.43454397478192,7.14041859628181,2.64736185321965,-9.30740530868814,-0.1663848385883,-0.148522750104614,0.0648850024722753,3.52818705114177,"Ridge"
24,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
25,0.538007184627226,0,-0.412,3.389,1.406,0.98,-7.4196572057534,-0.00108745390974096,0.00252388135867694,2.43454397478192,7.14041859628181,2.64736185321965,-9.30740530868814,-0.1663848385883,-0.148522750104614,0.0648850024722753,3.52818705114177,"Ridge"
26,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
27,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
28,0.49839128043102,0,-0.402,3.343,1.393,0.981,-7.42020766494831,-0.00552358971039586,-0.000701435704488634,2.44576340354749,7.1602356260492,2.65322255736412,-9.33680907372624,-0.167538397953138,-0.148108703628268,0.0648667720231245,3.53971218795568,"Ridge"
29,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
30,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
31,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
32,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
33,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
34,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
35,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
36,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
37,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
38,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
39,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
40,0.538007184627226,0,-0.412,3.389,1.406,0.98,-7.4196572057534,-0.00108745390974096,0.00252388135867694,2.43454397478192,7.14041859628181,2.64736185321965,-9.30740530868814,-0.1663848385883,-0.148522750104614,0.0648850024722753,3.52818705114177,"Ridge"
41,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
42,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
43,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
44,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
45,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
46,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
47,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
48,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
49,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
50,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
51,0.788635412055643,0,-0.477,3.741,1.496,0.978,-7.41615845607021,0.0257721076671677,0.0222135631453779,2.36566654128299,7.01771686683459,2.61069723956468,-9.12570081392913,-0.159414754764176,-0.151138617503583,0.0651097928370846,3.45706897739204,"Ridge"
52,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
53,0.538007184627226,0,-0.412,3.389,1.406,0.98,-7.4196572057534,-0.00108745390974096,0.00252388135867694,2.43454397478192,7.14041859628181,2.64736185321965,-9.30740530868814,-0.1663848385883,-0.148522750104614,0.0648850024722753,3.52818705114177,"Ridge"
54,0.538007184627226,0,-0.412,3.389,1.406,0.98,-7.4196572057534,-0.00108745390974096,0.00252388135867694,2.43454397478192,7.14041859628181,2.64736185321965,-9.30740530868814,-0.1663848385883,-0.148522750104614,0.0648850024722753,3.52818705114177,"Ridge"
55,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
56,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
57,0.538007184627226,0,-0.412,3.389,1.406,0.98,-7.4196572057534,-0.00108745390974096,0.00252388135867694,2.43454397478192,7.14041859628181,2.64736185321965,-9.30740530868814,-0.1663848385883,-0.148522750104614,0.0648850024722753,3.52818705114177,"Ridge"
58,0.788635412055643,0,-0.477,3.741,1.496,0.978,-7.41615845607021,0.0257721076671677,0.0222135631453779,2.36566654128299,7.01771686683459,2.61069723956468,-9.12570081392913,-0.159414754764176,-0.151138617503583,0.0651097928370846,3.45706897739204,"Ridge"
59,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
60,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
61,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
62,0.49839128043102,0,-0.402,3.343,1.393,0.981,-7.42020766494831,-0.00552358971039586,-0.000701435704488634,2.44576340354749,7.1602356260492,2.65322255736412,-9.33680907372624,-0.167538397953138,-0.148108703628268,0.0648667720231245,3.53971218795568,"Ridge"
63,0.49839128043102,0,-0.402,3.343,1.393,0.981,-7.42020766494831,-0.00552358971039586,-0.000701435704488634,2.44576340354749,7.1602356260492,2.65322255736412,-9.33680907372624,-0.167538397953138,-0.148108703628268,0.0648667720231245,3.53971218795568,"Ridge"
64,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
65,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
66,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
67,0.788635412055643,0,-0.477,3.741,1.496,0.978,-7.41615845607021,0.0257721076671677,0.0222135631453779,2.36566654128299,7.01771686683459,2.61069723956468,-9.12570081392913,-0.159414754764176,-0.151138617503583,0.0651097928370846,3.45706897739204,"Ridge"
68,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
69,0.788635412055643,0,-0.477,3.741,1.496,0.978,-7.41615845607021,0.0257721076671677,0.0222135631453779,2.36566654128299,7.01771686683459,2.61069723956468,-9.12570081392913,-0.159414754764176,-0.151138617503583,0.0651097928370846,3.45706897739204,"Ridge"
70,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
71,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
72,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
73,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
74,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
75,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
76,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
77,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
78,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
79,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
80,0.49839128043102,0,-0.402,3.343,1.393,0.981,-7.42020766494831,-0.00552358971039586,-0.000701435704488634,2.44576340354749,7.1602356260492,2.65322255736412,-9.33680907372624,-0.167538397953138,-0.148108703628268,0.0648667720231245,3.53971218795568,"Ridge"
81,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
82,0.49839128043102,0,-0.402,3.343,1.393,0.981,-7.42020766494831,-0.00552358971039586,-0.000701435704488634,2.44576340354749,7.1602356260492,2.65322255736412,-9.33680907372624,-0.167538397953138,-0.148108703628268,0.0648667720231245,3.53971218795568,"Ridge"
83,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
84,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
85,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
86,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
87,0.788635412055643,0,-0.477,3.741,1.496,0.978,-7.41615845607021,0.0257721076671677,0.0222135631453779,2.36566654128299,7.01771686683459,2.61069723956468,-9.12570081392913,-0.159414754764176,-0.151138617503583,0.0651097928370846,3.45706897739204,"Ridge"
88,0.788635412055643,0,-0.477,3.741,1.496,0.978,-7.41615845607021,0.0257721076671677,0.0222135631453779,2.36566654128299,7.01771686683459,2.61069723956468,-9.12570081392913,-0.159414754764176,-0.151138617503583,0.0651097928370846,3.45706897739204,"Ridge"
89,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
90,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
91,0.788635412055643,0,-0.477,3.741,1.496,0.978,-7.41615845607021,0.0257721076671677,0.0222135631453779,2.36566654128299,7.01771686683459,2.61069723956468,-9.12570081392913,-0.159414754764176,-0.151138617503583,0.0651097928370846,3.45706897739204,"Ridge"
92,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
93,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
94,0.49839128043102,0,-0.402,3.343,1.393,0.981,-7.42020766494831,-0.00552358971039586,-0.000701435704488634,2.44576340354749,7.1602356260492,2.65322255736412,-9.33680907372624,-0.167538397953138,-0.148108703628268,0.0648667720231245,3.53971218795568,"Ridge"
95,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
96,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
97,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
98,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
99,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
100,0.538007184627226,0,-0.412,3.389,1.406,0.98,-7.4196572057534,-0.00108745390974096,0.00252388135867694,2.43454397478192,7.14041859628181,2.64736185321965,-9.30740530868814,-0.1663848385883,-0.148522750104614,0.0648850024722753,3.52818705114177,"Ridge"
101,0.580772060177677,0,-0.423,3.441,1.42,0.98,-7.4190599636596,0.00364888509178689,0.00599689137264604,2.42252820510787,7.11917574205339,2.64104300351444,-9.27587498346628,-0.165168302971759,-0.148991427007996,0.0649185990592949,3.51582318817847,"Ridge"
102,0.676769837528703,0,-0.449,3.57,1.454,0.979,-7.4177195471422,0.0140481251060384,0.0136208666360881,2.39595433139348,7.07195261003347,2.62695290410171,-9.20589184072022,-0.162478660213952,-0.150009534262865,0.0650013900261857,3.4884157945365,"Ridge"
103,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
104,0.730564617050593,0,-0.462,3.65,1.474,0.979,-7.41696868477947,0.019738042392554,0.0177914339380667,2.38129953955065,7.04576588347342,2.61911389799306,-9.16714854390024,-0.160995947294497,-0.15056004003528,0.0650519906871075,3.47326325940059,"Ridge"
105,0.626936211115339,0,-0.436,3.501,1.436,0.98,-7.41841531320754,0.00868952128721188,0.0096925773822781,2.40968089914979,7.09638735983072,2.63425099933668,-9.24208458711669,-0.163867827025533,-0.14948681777049,0.0649571728033385,3.50258393870604,"Ridge"
