"iteration","best_lambda","best_alpha","MEP","MSEP","MAEP","R2","X0","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
20,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
21,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
22,0.493617288153994,0.8,15.284,1010.593,30.13,-0.574,-17.4299792984449,4.86352079453389,0.161214147149574,5.0656491537136,0,0,-2.28386234005955,-2.88081860209838,-1.30672223104216,1.93287631796854,6.98510821933774
23,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
24,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
25,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
26,1.14031995783905,1,15.469,820.389,26.339,-0.277,-16.4495325051318,3.08098113638703,0,4.08948083740308,0,0,-2.43816105699029,-2.1740140113849,0,0.354422891710519,5.89128259601915
27,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
28,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
29,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
30,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
31,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
32,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
33,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
34,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
35,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
36,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
37,1.14031995783905,1,15.469,820.389,26.339,-0.277,-16.4495325051318,3.08098113638703,0,4.08948083740308,0,0,-2.43816105699029,-2.1740140113849,0,0.354422891710519,5.89128259601915
38,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
39,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
40,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
41,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
42,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
43,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
44,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
45,1.14031995783905,1,15.469,820.389,26.339,-0.277,-16.4495325051318,3.08098113638703,0,4.08948083740308,0,0,-2.43816105699029,-2.1740140113849,0,0.354422891710519,5.89128259601915
46,0.493617288153994,0.3,9.362,503.362,18.104,0.216,-16.3470123431304,6.00917899296602,0,4.58501058915671,0,0,-4.93397935402324,-4.40199426344056,-0.8833717280764,3.16845262892895,6.72192140724231
47,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
48,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
49,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
50,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
51,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
52,1.14031995783905,1,15.469,820.389,26.339,-0.277,-16.4495325051318,3.08098113638703,0,4.08948083740308,0,0,-2.43816105699029,-2.1740140113849,0,0.354422891710519,5.89128259601915
53,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
54,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
55,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
56,1.73318494203199,0.8,14.628,655.969,22.699,-0.021,-15.7539100222466,2.66083477758464,0,3.27359353041401,0,0,-3.2104988683628,-2.12620076557105,0,0,5.10362264399135
57,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
58,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
59,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
60,0.493617288153994,0.8,15.284,1010.593,30.13,-0.574,-17.4299792984449,4.86352079453389,0.161214147149574,5.0656491537136,0,0,-2.28386234005955,-2.88081860209838,-1.30672223104216,1.93287631796854,6.98510821933774
61,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
62,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
63,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
64,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
65,0.750254387002427,0.9,15.382,920.285,28.392,-0.433,-17.0731734220285,4.09157826994038,0,4.76822494157577,0,0,-2.4004671230618,-2.64303870704714,-0.69212252111141,1.41380256868174,6.57431339378453
66,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
67,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
68,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
69,0.493617288153994,0.7,14.905,943.676,28.849,-0.469,-17.2445501936904,4.9814455916699,0,5.07710418656645,0,0,-2.52141509841959,-3.15334287005349,-1.50558290137479,2.1086684211077,6.84532054523825
70,0.493617288153994,0.6,13.928,832.997,26.683,-0.297,-17.041387425382,5.25222391736043,0,4.9727588817331,0,0,-3.05477137624533,-3.47480311500826,-1.53116412538441,2.40072914299757,6.73018893136962
71,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
72,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
73,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
74,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
75,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
76,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
77,0.750254387002427,1,15.694,944.495,28.787,-0.471,-17.0471681290877,3.93595004801714,0,4.75550459748944,0,0,-2.19224203272395,-2.52740505211991,-0.597256747645898,1.19208893266031,6.56519444288297
78,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
79,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
80,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
81,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
82,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
83,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
84,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
85,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
86,0.493617288153994,0.7,14.905,943.676,28.849,-0.469,-17.2445501936904,4.9814455916699,0,5.07710418656645,0,0,-2.52141509841959,-3.15334287005349,-1.50558290137479,2.1086684211077,6.84532054523825
87,1.73318494203199,1,14.554,610.753,21.791,0.049,-15.7646242296232,2.13975954198033,0,3.06667083137505,0,0,-3.16900531159876,-1.82984882727959,0,0,4.71433797222965
88,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
89,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
90,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
91,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
92,0.493617288153994,0.7,14.905,943.676,28.849,-0.469,-17.2445501936904,4.9814455916699,0,5.07710418656645,0,0,-2.52141509841959,-3.15334287005349,-1.50558290137479,2.1086684211077,6.84532054523825
93,1.08578617624139,1,15.525,835.79,26.639,-0.301,-16.5497690372503,3.17130421874879,0,4.19817938908079,0,0,-2.3958544835205,-2.21791421799841,0,0.475998071958618,6.00931855208056
94,0.750254387002427,1,15.694,944.495,28.787,-0.471,-17.0471681290877,3.93595004801714,0,4.75550459748944,0,0,-2.19224203272395,-2.52740505211991,-0.597256747645898,1.19208893266031,6.56519444288297
95,1.73318494203199,1,14.554,610.753,21.791,0.049,-15.7646242296232,2.13975954198033,0,3.06667083137505,0,0,-3.16900531159876,-1.82984882727959,0,0,4.71433797222965
96,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
97,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
98,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
99,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
100,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
101,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
102,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
103,0.493617288153994,0.8,15.284,1010.593,30.13,-0.574,-17.4299792984449,4.86352079453389,0.161214147149574,5.0656491537136,0,0,-2.28386234005955,-2.88081860209838,-1.30672223104216,1.93287631796854,6.98510821933774
104,0.493617288153994,0.4,10.212,533.93,19.091,0.169,-16.6595784751894,5.81768306106587,0,4.56834501576725,0,0,-4.93856228628926,-4.32223160049285,-0.802440893276416,3.27013394319008,6.65200218688075
105,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
106,0.750254387002427,1,15.694,944.495,28.787,-0.471,-17.0471681290877,3.93595004801714,0,4.75550459748944,0,0,-2.19224203272395,-2.52740505211991,-0.597256747645898,1.19208893266031,6.56519444288297
107,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
108,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
109,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
110,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
111,1.14031995783905,1,15.469,820.389,26.339,-0.277,-16.4495325051318,3.08098113638703,0,4.08948083740308,0,0,-2.43816105699029,-2.1740140113849,0,0.354422891710519,5.89128259601915
112,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
113,1.14031995783905,1,15.469,820.389,26.339,-0.277,-16.4495325051318,3.08098113638703,0,4.08948083740308,0,0,-2.43816105699029,-2.1740140113849,0,0.354422891710519,5.89128259601915
114,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
115,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
116,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
117,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
118,0.493617288153994,0.9,15.717,1046.089,30.661,-0.629,-17.396711268135,4.68626375849011,0.0375449794156313,5.13340314246736,0,0,-2.0398909765194,-2.7926312028717,-1.28025861101238,1.76024066368481,6.99308185153312
119,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
120,0.493617288153994,1,16.032,1074.134,31.079,-0.673,-17.3798521515964,4.56802777686476,0,5.15237267408158,0,0,-1.84456170723493,-2.71421461044461,-1.23734825635931,1.60480410436908,7.00784331214599
