"iteration","best_lambda","best_alpha","MEP","MSEP","MAEP","R2","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1,0.597986890225925,0,0.267,4.542,1.629,0.981,-7.7412602257428,2.21947427205623,1.99116928005097,2.59179598935153,6.59335854288446,2.66950770538625,-9.46275474964662,-5.19838749740925,3.04085421704515,0.464472336330539,3.79364182176654
2,0.553251321855775,0,0.272,4.472,1.62,0.982,-7.73930845683159,2.22536814639908,1.99766184241126,2.5998522868669,6.60950587230818,2.67983353971434,-9.48866066885559,-5.2137376868059,3.05190489891146,0.461619962366869,3.7995816070572
3,0.553251321855775,0,0.272,4.472,1.62,0.982,-7.73930845683159,2.22536814639908,1.99766184241126,2.5998522868669,6.60950587230818,2.67983353971434,-9.48866066885559,-5.2137376868059,3.05190489891146,0.461619962366869,3.7995816070572
4,0.597986890225925,0,0.267,4.542,1.629,0.981,-7.7412602257428,2.21947427205623,1.99116928005097,2.59179598935153,6.59335854288446,2.66950770538625,-9.46275474964662,-5.19838749740925,3.04085421704515,0.464472336330539,3.79364182176654
5,0.646339749686654,0,0.263,4.621,1.639,0.981,-7.74336039764056,2.21313377587802,1.9842020655079,2.58314686708015,6.57599494666835,2.65843028083631,-9.43491875938341,-5.1819036217246,3.02899645947355,0.467509868795709,3.78723252794844
6,0.553251321855775,0,0.272,4.472,1.62,0.982,-7.73930845683159,2.22536814639908,1.99766184241126,2.5998522868669,6.60950587230818,2.67983353971434,-9.48866066885559,-5.2137376868059,3.05190489891146,0.461619962366869,3.7995816070572
7,0.646339749686654,0,0.263,4.621,1.639,0.981,-7.74336039764056,2.21313377587802,1.9842020655079,2.58314686708015,6.57599494666835,2.65843028083631,-9.43491875938341,-5.1819036217246,3.02899645947355,0.467509868795709,3.78723252794844
8,0.553251321855775,0,0.272,4.472,1.62,0.982,-7.73930845683159,2.22536814639908,1.99766184241126,2.5998522868669,6.60950587230818,2.67983353971434,-9.48866066885559,-5.2137376868059,3.05190489891146,0.461619962366869,3.7995816070572
9,0.646339749686654,0,0.263,4.621,1.639,0.981,-7.74336039764056,2.21313377587802,1.9842020655079,2.58314686708015,6.57599494666835,2.65843028083631,-9.43491875938341,-5.1819036217246,3.02899645947355,0.467509868795709,3.78723252794844
10,0.597986890225925,0,0.267,4.542,1.629,0.981,-7.7412602257428,2.21947427205623,1.99116928005097,2.59179598935153,6.59335854288446,2.66950770538625,-9.46275474964662,-5.19838749740925,3.04085421704515,0.464472336330539,3.79364182176654
11,0.646339749686654,0,0.263,4.621,1.639,0.981,-7.74336039764056,2.21313377587802,1.9842020655079,2.58314686708015,6.57599494666835,2.65843028083631,-9.43491875938341,-5.1819036217246,3.02899645947355,0.467509868795709,3.78723252794844
12,0.473569860562582,0,0.28,4.355,1.607,0.982,-7.7358111280755,2.23593248869763,2.00933860168048,2.61433264226756,6.63846575396212,2.69841165102082,-9.53517022293573,-5.24131876544653,3.07178100670866,0.456437369606222,3.81018475744775
13,0.553251321855775,0,0.272,4.472,1.62,0.982,-7.73930845683159,2.22536814639908,1.99766184241126,2.5998522868669,6.60950587230818,2.67983353971434,-9.48866066885559,-5.2137376868059,3.05190489891146,0.461619962366869,3.7995816070572
14,0.553251321855775,0,0.272,4.472,1.62,0.982,-7.73930845683159,2.22536814639908,1.99766184241126,2.5998522868669,6.60950587230818,2.67983353971434,-9.48866066885559,-5.2137376868059,3.05190489891146,0.461619962366869,3.7995816070572
15,0.597986890225925,0,0.267,4.542,1.629,0.981,-7.7412602257428,2.21947427205623,1.99116928005097,2.59179598935153,6.59335854288446,2.66950770538625,-9.46275474964662,-5.19838749740925,3.04085421704515,0.464472336330539,3.79364182176654
16,0.646339749686654,0,0.263,4.621,1.639,0.981,-7.74336039764056,2.21313377587802,1.9842020655079,2.58314686708015,6.57599494666835,2.65843028083631,-9.43491875938341,-5.1819036217246,3.02899645947355,0.467509868795709,3.78723252794844
17,0.597986890225925,0,0.267,4.542,1.629,0.981,-7.7412602257428,2.21947427205623,1.99116928005097,2.59179598935153,6.59335854288446,2.66950770538625,-9.46275474964662,-5.19838749740925,3.04085421704515,0.464472336330539,3.79364182176654
18,0.646339749686654,0,0.263,4.621,1.639,0.981,-7.74336039764056,2.21313377587802,1.9842020655079,2.58314686708015,6.57599494666835,2.65843028083631,-9.43491875938341,-5.1819036217246,3.02899645947355,0.467509868795709,3.78723252794844
19,0.698602392214946,0,0.257,4.71,1.65,0.981,-7.74561946149463,2.20631540385949,1.97672959934332,2.57386610739562,6.55733093523803,2.64655341742203,-9.4050225206609,-5.16421115216809,3.01627979917496,0.470740693725521,3.78031771791327
20,0.597986890225925,0,0.267,4.542,1.629,0.981,-7.7412602257428,2.21947427205623,1.99116928005097,2.59179598935153,6.59335854288446,2.66950770538625,-9.46275474964662,-5.19838749740925,3.04085421704515,0.464472336330539,3.79364182176654
21,0.698602392214946,0,0.257,4.71,1.65,0.981,-7.74561946149463,2.20631540385949,1.97672959934332,2.57386610739562,6.55733093523803,2.64655341742203,-9.4050225206609,-5.16421115216809,3.01627979917496,0.470740693725521,3.78031771791327
22,0.597986890225925,0,0.267,4.542,1.629,0.981,-7.7412602257428,2.21947427205623,1.99116928005097,2.59179598935153,6.59335854288446,2.66950770538625,-9.46275474964662,-5.19838749740925,3.04085421704515,0.464472336330539,3.79364182176654
23,0.698602392214946,0,0.257,4.71,1.65,0.981,-7.74561946149463,2.20631540385949,1.97672959934332,2.57386610739562,6.55733093523803,2.64655341742203,-9.4050225206609,-5.16421115216809,3.01627979917496,0.470740693725521,3.78031771791327
24,0.553251321855775,0,0.272,4.472,1.62,0.982,-7.73930845683159,2.22536814639908,1.99766184241126,2.5998522868669,6.60950587230818,2.67983353971434,-9.48866066885559,-5.2137376868059,3.05190489891146,0.461619962366869,3.7995816070572
25,0.553251321855775,0,0.272,4.472,1.62,0.982,-7.73930845683159,2.22536814639908,1.99766184241126,2.5998522868669,6.60950587230818,2.67983353971434,-9.48866066885559,-5.2137376868059,3.05190489891146,0.461619962366869,3.7995816070572
26,0.553251321855775,0,0.272,4.472,1.62,0.982,-7.73930845683159,2.22536814639908,1.99766184241126,2.5998522868669,6.60950587230818,2.67983353971434,-9.48866066885559,-5.2137376868059,3.05190489891146,0.461619962366869,3.7995816070572
27,0.597986890225925,0,0.267,4.542,1.629,0.981,-7.7412602257428,2.21947427205623,1.99116928005097,2.59179598935153,6.59335854288446,2.66950770538625,-9.46275474964662,-5.19838749740925,3.04085421704515,0.464472336330539,3.79364182176654
28,0.755090960512716,0,0.252,4.81,1.667,0.98,-7.74804851871781,2.19898614453699,1.96871995074138,2.56391311454846,6.53727773548275,2.63382730468842,-9.37292923857507,-5.14523162066327,3.00265020639003,0.474172647036642,3.77285883311073
29,0.698602392214946,0,0.257,4.71,1.65,0.981,-7.74561946149463,2.20631540385949,1.97672959934332,2.57386610739562,6.55733093523803,2.64655341742203,-9.4050225206609,-5.16421115216809,3.01627979917496,0.470740693725521,3.78031771791327
