"iteration","best_lambda","best_alpha","MEP","MSEP","MAEP","R2","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","Method"
11,4.11232811994511,0,7.042,1213.855,31.07,-0.094,-17.1437760691234,2.66702985449333,1.27359991225162,4.00120755753834,-2.56096225671469,-0.613517450744788,-1.22031413191444,-2.91360719461719,-0.719805277284987,-0.214959175024142,-1.71546388069245,0.75357449529206,-1.72670352300832,1.96010328242821,-1.71085640244883,5.80514405554102,1.06971755855448,2.1639478306054,-4.09121500394269,-3.6152020175155,-3.23054508053104,-0.583314041473577,-2.05940429256822,-7.20616165061096,-0.266676819939771,0.497365159974561,0.435364810620948,6.41581448714951,0.335590272018118,-3.99707239539049,-1.77364608371512,-2.06652326200409,-2.26861083171908,-1.54381691005298,-1.70148458494427,-5.33107049933013,-4.77797385430495,-4.47137739929534,7.15439309662285,0.679133167327548,-0.2946440605669,"Ridge"
12,8.50917662614591,0,8.683,1237.838,31.421,-0.116,-17.3625848504862,2.22587118030385,1.07036500885815,3.32795958037079,-2.40991436906057,-0.571297159782253,-1.35210445249152,-2.52975771299693,-0.737028581224098,-0.565418522384811,-1.35626906080775,0.876457159655523,-1.68372490198586,1.86088995881988,-1.52833624758876,5.20342186180172,1.12794059509253,2.12070417558874,-3.75866254029841,-3.39101772872111,-3.03438991716576,-0.47262146007775,-2.02913622052844,-6.45311788927846,-0.213805878042505,0.0774850842167856,0.460311254256904,5.98222476649167,-0.503645558462244,-3.41435349135942,-1.80514335101565,-1.98987486852932,-2.23458328556135,-1.15155334492197,-1.55861224990011,-4.68026622435776,-4.54452177155212,-4.08999295711229,6.48762123637065,0.485504597957497,-0.434207376906783,"Ridge"
13,4.11232811994511,0,7.042,1213.855,31.07,-0.094,-17.1437760691234,2.66702985449333,1.27359991225162,4.00120755753834,-2.56096225671469,-0.613517450744788,-1.22031413191444,-2.91360719461719,-0.719805277284987,-0.214959175024142,-1.71546388069245,0.75357449529206,-1.72670352300832,1.96010328242821,-1.71085640244883,5.80514405554102,1.06971755855448,2.1639478306054,-4.09121500394269,-3.6152020175155,-3.23054508053104,-0.583314041473577,-2.05940429256822,-7.20616165061096,-0.266676819939771,0.497365159974561,0.435364810620948,6.41581448714951,0.335590272018118,-3.99707239539049,-1.77364608371512,-2.06652326200409,-2.26861083171908,-1.54381691005298,-1.70148458494427,-5.33107049933013,-4.77797385430495,-4.47137739929534,7.15439309662285,0.679133167327548,-0.2946440605669,"Ridge"
14,50.3318106199572,0,13.056,1319.117,31.734,-0.189,-17.3713661978636,0.92616754269511,0.374450790066476,1.35631049586224,-1.42695239226634,-0.645671027131764,-1.46581927361708,-1.28429370525903,-0.844945240547124,-1.07283299551576,-0.0612813687860277,0.944514016710275,-1.14895464476501,1.26204445958616,-0.838350684950046,2.75749894009949,1.077755085669,1.75616709301414,-2.44139845713777,-2.25182595847516,-2.28757669107532,-0.290318399415535,-1.42564010104867,-3.48748789356588,-0.0729668518514262,-0.522554274637143,0.198730105971319,3.63251386262132,-2.1181204411332,-1.42768324771355,-1.57343038765542,-1.33596746198068,-1.5421165385726,-0.163329507968526,-0.97572318954083,-2.47163007266841,-2.86192090919935,-2.50970653755735,3.74907361646903,0.0978388972372056,-0.607512608901675,"Ridge"
15,11.7555511581482,0,9.522,1253.26,31.578,-0.129,-17.4555083434652,1.99652085467938,0.96683003492164,2.97619534364469,-2.30360490492132,-0.565899439867737,-1.41599287193494,-2.31557898754481,-0.758910382822866,-0.724609254623617,-1.13573665212015,0.93249385426618,-1.63816392484838,1.80081991397318,-1.42699603477936,4.84508804429795,1.15948122777062,2.09690873510437,-3.57243936518917,-3.24481190646923,-2.94304660202894,-0.426712695673288,-1.99000393302096,-6.01171209619797,-0.189112956788285,-0.0991490762808035,0.438498532623518,5.68772831502642,-0.910720844108581,-3.08287854512255,-1.81297127956127,-1.92496351323618,-2.17932573745785,-0.949520841243072,-1.47989236187987,-4.32121198575503,-4.3677938983203,-3.86145535690736,6.08288435871923,0.395221489979384,-0.490688005174399,"Ridge"
16,10.8431166884176,0,9.306,1249.165,31.54,-0.126,-17.4333974634731,2.05621422888115,0.994964839730612,3.06676590509032,-2.33379897997484,-0.565720832188666,-1.40025277789226,-2.37097472378811,-0.753021068075703,-0.685870538918805,-1.19320338594066,0.919356620159262,-1.6515313898561,1.81709508756012,-1.45412286781951,4.94017472020515,1.15216529500607,2.1038639964355,-3.6218750485701,-3.28429770685327,-2.96707811772322,-0.437279518219959,-2.00331879038604,-6.12816073288674,-0.194618143026075,-0.0551707262539815,0.445283633454887,5.76771122088246,-0.808315100748528,-3.169292747665,-1.8126121054203,-1.94336644116939,-2.19589190965315,-1.00085217764754,-1.50033730812752,-4.41460751778428,-4.41632372821134,-3.92213460643904,6.18891585255021,0.417736766397273,-0.476754300250227,"Ridge"
17,7.23952062595802,0,8.279,1231.128,31.339,-0.11,-17.3114998376163,2.33616054123436,1.12238557335861,3.4945288482365,-2.45488220933234,-0.576719328170854,-1.32019597338249,-2.62748989325134,-0.73090776266532,-0.484778045545555,-1.45143782512394,0.848126255144148,-1.69927382636152,1.88597221076583,-1.57579628236607,5.36245528641522,1.11287313513491,2.13148946244415,-3.84440488249061,-3.45315429294376,-3.08061808130849,-0.495611966689307,-2.04473363039309,-6.64932136163475,-0.223869943383492,0.174567280340084,0.461859578905663,6.10435951034304,-0.301035135052918,-3.5649068421438,-1.80042601157338,-2.01381317438633,-2.25131667415273,-1.24794179479287,-1.59357139523626,-4.84531187828345,-4.61101268333846,-4.1907081511407,6.66211730847255,0.530941232572735,-0.402888537715781,"Ridge"
18,9.22521300994827,0,8.885,1241.429,31.461,-0.119,-17.3860895170685,2.17201116975414,1.04882092300467,3.24320863990147,-2.38817799734004,-0.568031283622758,-1.36809905435412,-2.47826571677721,-0.742991026785746,-0.606489817309336,-1.30268592316486,0.891764631958424,-1.67432438494694,1.84678910958571,-1.50541288862595,5.1198861258618,1.13655276427918,2.1161879568218,-3.71590109378592,-3.35731914808273,-3.01373137750962,-0.45923167697067,-2.02415723342878,-6.34910229329718,-0.205744204793151,0.0356300424907425,0.455523104863165,5.91470254785453,-0.602904311044468,-3.33520590714879,-1.80948695142331,-1.97578027450675,-2.22351451603306,-1.10201944150535,-1.53980986475242,-4.59472407128179,-4.50293133757968,-4.03631273288031,6.38966097869873,0.463064705204743,-0.447731930963597,"Ridge"
19,6.15931025954154,0,7.894,1225.132,31.256,-0.104,-17.2598997028913,2.43946279576235,1.17279987354971,3.65118511920946,-2.49352958557442,-0.585049450685369,-1.29013217677347,-2.71967974652931,-0.726881145365734,-0.405419442079949,-1.5372896938539,0.821352801486675,-1.71177793020524,1.90843303274236,-1.6193650760553,5.50816547907351,1.09891517065352,2.142374327928,-3.92449090016564,-3.5081895282923,-3.12497999170266,-0.518569429096781,-2.05503377202634,-6.82915050460358,-0.232851891832648,0.272570098732602,0.459004553791765,6.20930206261798,-0.103841867348274,-3.7018245665768,-1.79415390842324,-2.03400497556992,-2.26171170158474,-1.33917688637036,-1.62691568730183,-4.99905507593044,-4.66672955507451,-4.28105545939633,6.81930312786933,0.575071219184227,-0.370231697888719,"Ridge"
20,28.5904179066845,0,11.861,1299.844,31.827,-0.171,-17.5465570597827,1.31629722261971,0.611991232565846,1.94972229075498,-1.83118556117168,-0.612524745569471,-1.5256470349925,-1.6698138635313,-0.835930293534908,-1.03997225493271,-0.445940342917616,1.00502958808506,-1.39069694628732,1.5321021074786,-1.08152369048649,3.61696778891782,1.17519435347636,1.95185446625937,-2.92899935455677,-2.69379398078937,-2.61129114500463,-0.33560325800145,-1.71593051245456,-4.52126731456051,-0.124037378471044,-0.458614231694958,0.305345152259949,4.54180270668993,-1.863800968457,-2.05450540117795,-1.73444468545617,-1.6154237241158,-1.85932302383367,-0.412684283689764,-1.20128768644661,-3.19772019345003,-3.57780147067168,-3.07219102701109,4.71675321776538,0.180951129728286,-0.601691738332874,"Ridge"
21,6.15931025954154,0,7.894,1225.132,31.256,-0.104,-17.2598997028913,2.43946279576235,1.17279987354971,3.65118511920946,-2.49352958557442,-0.585049450685369,-1.29013217677347,-2.71967974652931,-0.726881145365734,-0.405419442079949,-1.5372896938539,0.821352801486675,-1.71177793020524,1.90843303274236,-1.6193650760553,5.50816547907351,1.09891517065352,2.142374327928,-3.92449090016564,-3.5081895282923,-3.12497999170266,-0.518569429096781,-2.05503377202634,-6.82915050460358,-0.232851891832648,0.272570098732602,0.459004553791765,6.20930206261798,-0.103841867348274,-3.7018245665768,-1.79415390842324,-2.03400497556992,-2.26171170158474,-1.33917688637036,-1.62691568730183,-4.99905507593044,-4.66672955507451,-4.28105545939633,6.81930312786933,0.575071219184227,-0.370231697888719,"Ridge"
22,59.1589262061488,0,13.325,1322.028,31.672,-0.191,-17.2830698165974,0.829296502280876,0.312242553061085,1.20666302591231,-1.30687894114735,-0.646849667434822,-1.42334067358797,-1.18377546624598,-0.833406847844868,-1.05501681129853,0.0252745497275821,0.910374845603008,-1.073041658651,1.17440415412215,-0.769909806789148,2.51856189067047,1.0327912225929,1.68256957855935,-2.29505431237292,-2.11706146022386,-2.17608254352789,-0.277062344425121,-1.3328968482091,-3.20044869804677,-0.0579055491246175,-0.517754411031653,0.170001845418707,3.36478039329443,-2.12537834906809,-1.26638549590558,-1.51061194881004,-1.25070134869799,-1.44220511787214,-0.110858476701424,-0.907486668484265,-2.27422439927853,-2.64293149440524,-2.34915127155101,3.47419402888769,0.0823090082825279,-0.597455645699371,"Ridge"
23,9.22521300994827,0,8.885,1241.429,31.461,-0.119,-17.3860895170685,2.17201116975414,1.04882092300467,3.24320863990147,-2.38817799734004,-0.568031283622758,-1.36809905435412,-2.47826571677721,-0.742991026785746,-0.606489817309336,-1.30268592316486,0.891764631958424,-1.67432438494694,1.84678910958571,-1.50541288862595,5.1198861258618,1.13655276427918,2.1161879568218,-3.71590109378592,-3.35731914808273,-3.01373137750962,-0.45923167697067,-2.02415723342878,-6.34910229329718,-0.205744204793151,0.0356300424907425,0.455523104863165,5.91470254785453,-0.602904311044468,-3.33520590714879,-1.80948695142331,-1.97578027450675,-2.22351451603306,-1.10201944150535,-1.53980986475242,-4.59472407128179,-4.50293133757968,-4.03631273288031,6.38966097869873,0.463064705204743,-0.447731930963597,"Ridge"
24,2.97668104596055,0,6.469,1207.826,30.94,-0.089,-17.0645174544551,2.8177091120668,1.34568285576342,4.23286573586438,-2.59795019826569,-0.63968464576702,-1.17475913537944,-3.03699990239484,-0.7194208571464,-0.0813192430274206,-1.81851017006787,0.710014462965098,-1.73108980403369,1.99544257327024,-1.76989646764268,5.98699541465099,1.05602885163499,2.18276261824702,-4.19994386991558,-3.67510666354023,-3.30818440979509,-0.630827180389296,-2.05336877373045,-7.44154725740436,-0.291650483540151,0.66301196328176,0.402500828683386,6.52699168779528,0.634970146685918,-4.17727845376176,-1.75832312678853,-2.08297453759319,-2.25961889027442,-1.67830479930143,-1.75360466178125,-5.54433269165947,-4.83843524365112,-4.5866859546543,7.35500460260571,0.751832832021863,-0.236025365821543,"Ridge"
25,5.68124105504698,0,7.717,1222.613,31.22,-0.102,-17.2374341947879,2.48704038364753,1.18859213723185,3.72659360885576,-2.50678502252213,-0.590552195929982,-1.27438367310637,-2.76066679556441,-0.722885272550724,-0.364573415638482,-1.57964145621511,0.804485319360439,-1.71501021742327,1.92045017339688,-1.6382109503329,5.57206186153454,1.0912885652298,2.14484050876071,-3.9582872842576,-3.53260420190501,-3.14568092607509,-0.534244315181761,-2.05477366418723,-6.91189037128516,-0.243574677180684,0.313337561622903,0.457333907215005,6.25933194516532,-0.0150393781080341,-3.76923857567795,-1.78860678955817,-2.04122661978484,-2.265637614152,-1.3836427653802,-1.64236682149362,-5.07073605986175,-4.69633162925625,-4.32457838293262,6.89885398128584,0.597007632198022,-0.357345236666925,"Ridge"
26,5.68124105504698,0,7.717,1222.613,31.22,-0.102,-17.2374341947879,2.48704038364753,1.18859213723185,3.72659360885576,-2.50678502252213,-0.590552195929982,-1.27438367310637,-2.76066679556441,-0.722885272550724,-0.364573415638482,-1.57964145621511,0.804485319360439,-1.71501021742327,1.92045017339688,-1.6382109503329,5.57206186153454,1.0912885652298,2.14484050876071,-3.9582872842576,-3.53260420190501,-3.14568092607509,-0.534244315181761,-2.05477366418723,-6.91189037128516,-0.243574677180684,0.313337561622903,0.457333907215005,6.25933194516532,-0.0150393781080341,-3.76923857567795,-1.78860678955817,-2.04122661978484,-2.265637614152,-1.3836427653802,-1.64236682149362,-5.07073605986175,-4.69633162925625,-4.32457838293262,6.89885398128584,0.597007632198022,-0.357345236666925,"Ridge"
27,26.3713060631721,0,11.664,1296.053,31.821,-0.168,-17.5539074382306,1.37577070896383,0.646460357232187,2.0401344703078,-1.88391328948798,-0.607279110316158,-1.52414921410684,-1.72940529384348,-0.83073558187743,-1.02385405690326,-0.508268079361053,1.00667692315784,-1.42131934529617,1.56435538940725,-1.11483516725495,3.73833864760876,1.18126680928823,1.97264362023065,-2.99444320283019,-2.75155926224605,-2.6486978542875,-0.341675085134994,-1.74964501278191,-4.66797342333281,-0.130712533697131,-0.438455011411354,0.320875151408879,4.66307172230606,-1.79944000075459,-2.14893854021202,-1.74891989586282,-1.65144786052949,-1.89911030539589,-0.455707960240359,-1.23187331545208,-3.30346018206738,-3.66851540244259,-3.15015101257713,4.85185275284012,0.196440792621883,-0.595725401960759,"Ridge"
28,4.83354190494468,0,7.366,1217.816,31.141,-0.098,-17.1886026547269,2.5801275747912,1.23437737219974,3.86836976516038,-2.53690841598414,-0.601690658713319,-1.2467696347727,-2.84194336562956,-0.721230904493682,-0.288605254759307,-1.65166958518419,0.779354987840481,-1.72274523199136,1.94049897234424,-1.67620243607562,5.69643477336456,1.07964175886131,2.1552099071904,-4.02873254612466,-3.57714388653282,-3.18842528091713,-0.557761865243,-2.05849607792351,-7.06719108564682,-0.253275472492429,0.408495558893787,0.448245630242289,6.34275004024675,0.16756343687191,-3.88769678708553,-1.78130640314411,-2.05596091574034,-2.26879657350647,-1.46646735567843,-1.67325486248292,-5.20700351081355,-4.73959256098149,-4.40125311816915,7.03269507738845,0.638774844389201,-0.324809360114331,"Ridge"
29,17.6070791880086,0,10.613,1274.996,31.739,-0.149,-17.5394206562987,1.68714773766746,0.814202944392117,2.50910356539848,-2.12012053113089,-0.579047499945549,-1.48580917954746,-2.02594623292365,-0.794211105238543,-0.89944477134869,-0.828046032877497,0.985844591412503,-1.54916023486214,1.70140959558606,-1.27892837939693,4.3224864335552,1.18574672591613,2.04994687027953,-3.30162725152572,-3.0195877854348,-2.81128745793421,-0.379803957294593,-1.89478050452776,-5.37501334409418,-0.161397272890681,-0.296627281196729,0.389307792133794,5.22389302984914,-1.39943093306134,-2.62535244318258,-1.79876798145941,-1.80864768076397,-2.06556100954152,-0.693247058838186,-1.36654991723093,-3.82650950874166,-4.06820031953558,-3.52647115207319,5.5014613150754,0.287847354294733,-0.552611924391832,"Ridge"
30,8.50917662614591,0,8.683,1237.838,31.421,-0.116,-17.3625848504862,2.22587118030385,1.07036500885815,3.32795958037079,-2.40991436906057,-0.571297159782253,-1.35210445249152,-2.52975771299693,-0.737028581224098,-0.565418522384811,-1.35626906080775,0.876457159655523,-1.68372490198586,1.86088995881988,-1.52833624758876,5.20342186180172,1.12794059509253,2.12070417558874,-3.75866254029841,-3.39101772872111,-3.03438991716576,-0.47262146007775,-2.02913622052844,-6.45311788927846,-0.213805878042505,0.0774850842167856,0.460311254256904,5.98222476649167,-0.503645558462244,-3.41435349135942,-1.80514335101565,-1.98987486852932,-2.23458328556135,-1.15155334492197,-1.55861224990011,-4.68026622435776,-4.54452177155212,-4.08999295711229,6.48762123637065,0.485504597957497,-0.434207376906783,"Ridge"
31,7.84871707318484,0,8.477,1234.382,31.379,-0.112,-17.3365937861472,2.28253363105201,1.09877456229475,3.41248368130923,-2.43440714345908,-0.573383799931641,-1.33593904929071,-2.57962263208969,-0.734563401694382,-0.52549370519524,-1.40413496818806,0.862910424186401,-1.69216240493643,1.8734833693166,-1.552973742642,5.28526328850013,1.12054931337328,2.12675492673854,-3.80320487003414,-3.42294156803861,-3.05864196980004,-0.482992964106502,-2.038662311727,-6.55353306327416,-0.217541100532849,0.128006147443049,0.461143275493004,6.04489993079848,-0.400314187201568,-3.49090164029818,-1.80374603288343,-2.0025820634689,-2.24376040906068,-1.200225776839,-1.57660742711451,-4.7645933129865,-4.5778022543044,-4.14122879515855,6.57531154836902,0.50838429661791,-0.417889135992228,"Ridge"
32,5.68124105504698,0,7.717,1222.613,31.22,-0.102,-17.2374341947879,2.48704038364753,1.18859213723185,3.72659360885576,-2.50678502252213,-0.590552195929982,-1.27438367310637,-2.76066679556441,-0.722885272550724,-0.364573415638482,-1.57964145621511,0.804485319360439,-1.71501021742327,1.92045017339688,-1.6382109503329,5.57206186153454,1.0912885652298,2.14484050876071,-3.9582872842576,-3.53260420190501,-3.14568092607509,-0.534244315181761,-2.05477366418723,-6.91189037128516,-0.243574677180684,0.313337561622903,0.457333907215005,6.25933194516532,-0.0150393781080341,-3.76923857567795,-1.78860678955817,-2.04122661978484,-2.265637614152,-1.3836427653802,-1.64236682149362,-5.07073605986175,-4.69633162925625,-4.32457838293262,6.89885398128584,0.597007632198022,-0.357345236666925,"Ridge"
33,6.15931025954154,0,7.894,1225.132,31.256,-0.104,-17.2598997028913,2.43946279576235,1.17279987354971,3.65118511920946,-2.49352958557442,-0.585049450685369,-1.29013217677347,-2.71967974652931,-0.726881145365734,-0.405419442079949,-1.5372896938539,0.821352801486675,-1.71177793020524,1.90843303274236,-1.6193650760553,5.50816547907351,1.09891517065352,2.142374327928,-3.92449090016564,-3.5081895282923,-3.12497999170266,-0.518569429096781,-2.05503377202634,-6.82915050460358,-0.232851891832648,0.272570098732602,0.459004553791765,6.20930206261798,-0.103841867348274,-3.7018245665768,-1.79415390842324,-2.03400497556992,-2.26171170158474,-1.33917688637036,-1.62691568730183,-4.99905507593044,-4.66672955507451,-4.28105545939633,6.81930312786933,0.575071219184227,-0.370231697888719,"Ridge"
34,50.3318106199572,0,13.056,1319.117,31.734,-0.189,-17.3713661978636,0.92616754269511,0.374450790066476,1.35631049586224,-1.42695239226634,-0.645671027131764,-1.46581927361708,-1.28429370525903,-0.844945240547124,-1.07283299551576,-0.0612813687860277,0.944514016710275,-1.14895464476501,1.26204445958616,-0.838350684950046,2.75749894009949,1.077755085669,1.75616709301414,-2.44139845713777,-2.25182595847516,-2.28757669107532,-0.290318399415535,-1.42564010104867,-3.48748789356588,-0.0729668518514262,-0.522554274637143,0.198730105971319,3.63251386262132,-2.1181204411332,-1.42768324771355,-1.57343038765542,-1.33596746198068,-1.5421165385726,-0.163329507968526,-0.97572318954083,-2.47163007266841,-2.86192090919935,-2.50970653755735,3.74907361646903,0.0978388972372056,-0.607512608901675,"Ridge"
